description,label
"Kailangan po ng mga pulis dito sa Sitio Daisy bago pa lumala ang suntukan ng dalawang kampo.",Violence (Karahasan)
"May nagasuntukan sa tapat sang sari-sari store diri sa Sitio Daisy.",Violence (Karahasan)
"Tabang! May hiningok ukon lasing nga nagapang-gamo kag nagapanakit sang tawo sa Sitio Sampaguita.",Violence (Karahasan)
"Nag-away kag nagsumbunganay ang duha ka grupo sang pamatan-on sa tapat sang plaza sa Sitio Rosas.",Violence (Karahasan)
"May insidente sang panakit sa tunga sang dalan diri sa Sitio Daisy.",Violence (Karahasan)
"Nagasugod na mag-gamo kag magrambol sa gwa sang bar sa Sitio Sampaguita.",Violence (Karahasan)
"Ginpangbato sang isa ka lalaki ang bintana sang unahan nga balay diri sa Sitio Rosas.",Violence (Karahasan)
"May duha ka lalaki nga nagalalisay kag may kapos nga daku nga kahoy sa Sitio Daisy.",Violence (Karahasan)
"Nagatawag kami pulis kay may nagbunal kag nagbugbog sa tricycle driver sa Sitio Sampaguita.",Violence (Karahasan)
"Isa ka babaye ang nagapangayo sang tabang kay ginasaktan sia sang mga tambay sa Sitio Rosas.",Violence (Karahasan)
"May nagawala nga lalaki nga may dala nga kutsilyo ukon patalim diri sa palengke sang Sitio Daisy.",Violence (Karahasan)
"Nagkalasakitay ang mga magka-tupad balay bangod sa wala pag-intindihanay sa Sitio Sampaguita.",Violence (Karahasan)
"May nagbasag sang botelya sa ulo sang isa ka tambay diri sa sulod sang Sitio Rosas.",Violence (Karahasan)
"Ginsulod kag gin-atake sang isa ka grupo ang outpost sang barangay diri sa may Sitio Daisy.",Violence (Karahasan)
"Nabatian namon nga may nagasinggit kag may gahod sang mga nagapambunalay sang pulongkuan sa Sitio Sampaguita.",Violence (Karahasan)
"May gineksamin ukon ginreport nga kaso sang pagbully kag pisikal nga panakit sa kabataan sa Sitio Rosas.",Violence (Karahasan)
"Pwerte ang gamo sa basketball court sang Sitio Daisy, nagasumbunganay ang mga manugpaspas.",Violence (Karahasan)
"May armado nga lalaki nga nagapanghadlok sa mga nagaagi sa madulom nga parte sang Sitio Sampaguita.",Violence (Karahasan)
"Isa ka menor de edad ang gin-atake kag ginasaktan sang mga tambay sa Sitio Rosas.",Violence (Karahasan)
"May nag-away nga mga kalalakin-an kag nabatian ang lagabong sang mga botelya sa Sitio Daisy.",Violence (Karahasan)
"Gintursi ukon ginbunal sang isa ka lalaki ang kudal sang pikas nga tindahan samtang nagahambal sang malain sa Sitio Sampaguita.",Violence (Karahasan)
"May riot naman liwat nga nagakatabo sa tunga sang mga gang diri sa Sitio Rosas.",Violence (Karahasan)
"Ginsulod ang isa ka bilyaran kag ginpabaharan ang kabuhi sang mga tawo diri sa Sitio Daisy.",Violence (Karahasan)
"May nagbugbog sang menor de edad sa may abandonado nga lote sang Sitio Sampaguita.",Violence (Karahasan)
"Nag-ulbo ang matindi nga away sang duha ka grupo nga nag-abot sa pisikal nga sakitan sa Sitio Rosas.",Violence (Karahasan)
"May lasing nga nagapangpili sang away sa tanan nga nagaagi sa dalan sang Sitio Daisy.",Violence (Karahasan)
"Nag-angkon sang mga pasa kag pilas ang isa ka biktima sang pambugbog sa terminal sang Sitio Sampaguita.",Violence (Karahasan)
"May nagbastos kag nanakit physically sang isa ka tindera diri sa Sitio Rosas.",Violence (Karahasan)
"Ginalagas sang mga lalaki nga may kapos nga tubo ang nakita sa main road sang Sitio Daisy.",Violence (Karahasan)
"May nagasinggit sang tabang kay may nagsulod nga nagapanakit sa sulod sang Sitio Sampaguita.",Violence (Karahasan)
"Ginpangbugbog sang mga tambay ang isa ka estranghero nga nag-agi lang sa Sitio Rosas.",Violence (Karahasan)
"Nagkaangkon sang madugo nga komprontasyon ang magka-away nga grupo sa Sitio Daisy.",Violence (Karahasan)
"May lalaki nga nagawala kag nagapang-guba sang mga motor nga nakapark sa Sitio Sampaguita.",Violence (Karahasan)
"Isa ka tigulang ang gintulod kag ginasaktan sang bastos nga tambay sa Sitio Rosas.",Violence (Karahasan)
"May nagapang-gamo sa nagakatabo nga pulong sang barangay diri sa may Sitio Daisy.",Violence (Karahasan)
"Nakuha sang mga tanod ang mga dala nga pamunal sang mga pamatan-on nga nag-away sa Sitio Sampaguita.",Violence (Karahasan)
"May binaril ukon ginasaktan gamit ang kasingki nga biktima sa may tulay sang Sitio Rosas.",Violence (Karahasan)
"Ginaluong ukon ginasakal sang isa ka lalaki ang iya kaaway sa may igid sang dalan sa Sitio Daisy.",Violence (Karahasan)
"May naghaboy sang bato sa atop sang mga balay kag nagapanghagad sang sumbagay sa Sitio Sampaguita.",Violence (Karahasan)
"Ginreport ang isa ka insidente sang buno matapos ang pwerte nga inuman sa Sitio Rosas.",Violence (Karahasan)
"Kinahanglan sang mga pulis diri sa Sitio Daisy antes pa maglala ang sumbagay sang duha ka kampo.",Violence (Karahasan)
"A physical fistfight is taking place in front of the sari-sari store here in Sitio Daisy.",Violence (Karahasan)
"Help! A drunk man is losing control and physically assaulting people in Sitio Sampaguita.",Violence (Karahasan)
"Two rival groups of teenagers are engaging in a violent brawl in front of the plaza in Sitio Rosas.",Violence (Karahasan)
"There is a violent physical assault happening in the middle of the street here in Sitio Daisy.",Violence (Karahasan)
"A violent riot is starting to break out outside the local bar in Sitio Sampaguita.",Violence (Karahasan)
"A man is repeatedly throwing rocks at his neighbor's windows here in Sitio Rosas.",Violence (Karahasan)
"Two aggressive men are arguing and carrying heavy wooden clubs in Sitio Daisy.",Violence (Karahasan)
"We are calling the police because someone just brutally beat up a tricycle driver in Sitio Sampaguita.",Violence (Karahasan)
"A woman is screaming for emergency assistance as local loiterers are abusing her in Sitio Rosas.",Violence (Karahasan)
"There is a man running amok with a sharp knife inside the public market of Sitio Daisy.",Violence (Karahasan)
"Neighbors are physically attacking each other due to a heated misunderstanding in Sitio Sampaguita.",Violence (Karahasan)
"Someone just smashed a glass bottle over a bystander's head inside Sitio Rosas.",Violence (Karahasan)
"A violent mob organized a targeted assault on the barangay outpost here in Sitio Daisy.",Violence (Karahasan)
"We can hear loud screaming and the sound of people throwing chairs at the bar in Sitio Sampaguita.",Violence (Karahasan)
"A serious case of severe bullying and physical abuse among youths was reported in Sitio Rosas.",Violence (Karahasan)
"An scene of chaos erupted on the basketball court of Sitio Daisy, players are trading punches.",Violence (Karahasan)
"An armed individual is actively threatening pedestrians along a dark street in Sitio Sampaguita.",Violence (Karahasan)
"A defenseless minor was cornered and physically assaulted by loiterers in Sitio Rosas.",Violence (Karahasan)
"A group of men are violently fighting, and we can hear glass bottles smashing in Sitio Daisy.",Violence (Karahasan)
"A man is striking a nearby store's perimeter fence with a metal bar while shouting profanities in Sitio Sampaguita.",Violence (Karahasan)
"Another violent gang clash is currently taking place in the streets of Sitio Rosas.",Violence (Karahasan)
"A pedestrian was cornered and faced life-threatening intimidation on the streets of Sitio Daisy.",Violence (Karahasan)
"An individual assaulted a helpless minor near the abandoned lot of Sitio Sampaguita.",Violence (Karahasan)
"A severe turf war broke out and quickly turned into a violent physical altercation in Sitio Rosas.",Violence (Karahasan)
"An intoxicated person is provoking and trying to pick a fight with everyone walking down Sitio Daisy.",Violence (Karahasan)
"An assault victim sustained severe bruises and open wounds after being beaten at the Sitio Sampaguita terminal.",Violence (Karahasan)
"A store vendor was harassed and physically attacked by an aggressive customer here in Sitio Rosas.",Violence (Karahasan)
"Men armed with metal pipes were spotted chasing someone down the main road of Sitio Daisy.",Violence (Karahasan)
"Someone is screaming for immediate help as an attacker disrupted a local billiard hall inside Sitio Sampaguita.",Violence (Karahasan)
"A group of local loiterers teamed up to beat a stranger who was passing through Sitio Rosas.",Violence (Karahasan)
"A bloody and violent confrontation occurred between two rival factions in Sitio Daisy.",Violence (Karahasan)
"An enraged man is smashing and vandalizing parked motorcycles along the road in Sitio Sampaguita.",Violence (Karahasan)
"An elderly individual was shoved to the ground and beaten by a ruthless loiterer in Sitio Rosas.",Violence (Karahasan)
"A disruptive individual is trying to physically halt the active barangay assembly in Sitio Daisy.",Violence (Karahasan)
"The tanods confiscated heavy wooden paddles from teenagers attempting to riot in Sitio Sampaguita.",Violence (Karahasan)
"A victim was violently assaulted and stabbed near the bridge crossing of Sitio Rosas.",Violence (Karahasan)
"A man is choking his opponent by the edge of the public road here in Sitio Daisy.",Violence (Karahasan)
"Someone is hurling heavy rocks at rooftops and daring residents to come out and fight in Sitio Sampaguita.",Violence (Karahasan)
"A stabbing incident following a severe drinking session was reported to authorities in Sitio Rosas.",Violence (Karahasan)
"Law enforcement units are urgently requested in Sitio Daisy before the physical brawl between the two sides worsens.",Violence (Karahasan)


"May umaakyat po sa bakod ng isang bahay dito sa Sitio Daisy ngayon lang.",Burglary (Akyat-Bahay)
"Pinasok ng mga akyat-bahay ang isang bakanteng tirahan sa Sitio Sampaguita.",Burglary (Akyat-Bahay)
"Sinira ng mga magnanakaw ang kandado ng gate ng kapitbahay namin sa Sitio Rosas.",Burglary (Akyat-Bahay)
"Nanalisi ang mga magnanakaw sa bintana habang walang tao sa bahay sa Sitio Daisy.",Burglary (Akyat-Bahay)
"Mag-ingat po kayo sa Sitio Sampaguita, may nakawalang akyat-bahay na umaaligid sa gabi.",Burglary (Akyat-Bahay)
"Nilooban ang bahay ng tita ko sa Sitio Rosas at tinangay ang mga nakatagong alahas.",Burglary (Akyat-Bahay)
"Huli sa CCTV ang pag-akyat ng isang lalaki sa bubong ng tindahan sa Sitio Daisy.",Burglary (Akyat-Bahay)
"Pinasok ng magnanakaw ang isang apartment sa Sitio Sampaguita sa pamamagitan ng paggupit ng screen.",Burglary (Akyat-Bahay)
"May insidente ng akyat-bahay sa looban ng Sitio Rosas habang nasa trabaho ang mga may-ari.",Burglary (Akyat-Bahay)
"Ninakawan ang isang residente sa Sitio Daisy matapos pwersahing buksan ang sliding door sa likod.",Burglary (Akyat-Bahay)
"Hinihingi namin ang tulong ng mga tanod sa Sitio Sampaguita dahil may nagtatangkang mag-salisi sa mga pinto.",Burglary (Akyat-Bahay)
"Nilimas ng mga akyat-bahay ang mga appliances sa isang bagong lipat na pamilya sa Sitio Rosas.",Burglary (Akyat-Bahay)
"May nakitang kahina-hinalang lalaki na may dalang bolt cutter malapit sa gate sa Sitio Daisy.",Burglary (Akyat-Bahay)
"Pinasok ng magnanakaw ang kwarto sa ikalawang palapag sa pamamagitan ng pag-akyat sa bintana sa Sitio Sampaguita.",Burglary (Akyat-Bahay)
"Pinagnakawan ang isang compound sa Sitio Rosas, sinira ang mga door knob ng tatlong kwarto.",Burglary (Akyat-Bahay)
"May nagtangkang puwersahin ang lock ng aming bintana sa Sitio Daisy pero nagising ang aso namin.",Burglary (Akyat-Bahay)
"Nilooban ang isang sari-sari store sa Sitio Sampaguita sa pamamagitan ng pagtanggal ng mga semento sa bubong.",Burglary (Akyat-Bahay)
"Umakyat sa pader ang isang lalaki at pumasok sa garahe ng isang bahay sa Sitio Rosas.",Burglary (Akyat-Bahay)
"Nireport sa barangay ang isang insidente ng pamasok sa bahay habang natutulog ang pamilya sa Sitio Daisy.",Burglary (Akyat-Bahay)
"Mag-ingat sa mga akyat-bahay na sinasamantala ang madidilim na eskinita dito sa Sitio Sampaguita.",Burglary (Akyat-Bahay)
"May nagnakaw ng mga gamit sa loob ng bahay sa Sitio Rosas matapos makitang nakabukas ang pinto sa likod.",Burglary (Akyat-Bahay)
"Nilooban ang boarding house ng mga estudyante sa Sitio Daisy at nawalan sila ng mga laptop.",Burglary (Akyat-Bahay)
"Habol ng mga residente ang isang akyat-bahay na tumalon mula sa balkonahe sa Sitio Sampaguita.",Burglary (Akyat-Bahay)
"Ninakaw ang mga mamahaling kagamitan sa isang resthouse sa Sitio Rosas na walang bantay.",Burglary (Akyat-Bahay)
"Kailangan ng dagdag na ronda ng tanod dahil laganap ang akyat-bahay sa gabi dito sa Sitio Daisy.",Burglary (Akyat-Bahay)
"May nambasag ng glass door ng isang opisina sa Sitio Sampaguita at hinalughog ang mga drawer.",Burglary (Akyat-Bahay)
"Nanakawan ang isang guro sa Sitio Rosas matapos pasukin ang kanyang bahay habang siya ay nasa paaralan.",Burglary (Akyat-Bahay)
"Pinasok ng mga magnanakaw ang isang bodega sa Sitio Daisy at kinuha ang mga mamahaling tools.",Burglary (Akyat-Bahay)
"Nawala ang mga ginto at pera sa isang safehouse sa Sitio Sampaguita matapos itong looban.",Burglary (Akyat-Bahay)
"Sana mahuli ang akyat-bahay na sumisira sa mga screen ng bintana dito sa Sitio Rosas.",Burglary (Akyat-Bahay)
"Puwersahang binuksan ang main door ng isang bahay sa Sitio Daisy habang nasa probinsya ang pamilya.",Burglary (Akyat-Bahay)
"May nakitang mga bakas ng sapatos sa pader ng isang tahanan sa Sitio Sampaguita, mukhang may umakyat.",Burglary (Akyat-Bahay)
"Nilooban ang isang computer shop sa Sitio Rosas sa pamamagitan ng pagdaan sa exhaust fan.",Burglary (Akyat-Bahay)
"Pinasok ng mga akyat-bahay ang isang daycare center sa Sitio Daisy at ninakaw ang mga donasyon.",Burglary (Akyat-Bahay)
"May nagtangkang sumira sa padlock ng aming gate gamit ang bakal dito sa Sitio Sampaguita.",Burglary (Akyat-Bahay)
"Nilooban ang isang ancestral house sa Sitio Rosas at tinangay ang mga antigong kagamitan.",Burglary (Akyat-Bahay)
"Pinasok ang isang bahay sa Sitio Daisy sa pamamagitan ng pag-alis ng mga jalousie sa bintana.",Burglary (Akyat-Bahay)
"May napansing estranghero na umaakyat sa railings ng balkonahe ng kapitbahay sa Sitio Sampaguita.",Burglary (Akyat-Bahay)
"Nilimas ng mga akyat-bahay ang laman ng isang safe box sa isang residential home sa Sitio Rosas.",Burglary (Akyat-Bahay)
"Kailangan po ng agarang aksyon dahil talamak ang akyat-bahay sa mga looban ng Sitio Daisy.",Burglary (Akyat-Bahay)
"May naga-saka sa kudal sang isa ka balay diri sa Sitio Daisy subong lang gid.",Burglary (Akyat-Bahay)
"Ginsulod sang mga akyat-bahay ang isa ka bintana ukon bakante nga balay sa Sitio Sampaguita.",Burglary (Akyat-Bahay)
"Ginguba sang mga kawatan ang kandado sang gate sang tupad-balay namon sa Sitio Rosas.",Burglary (Akyat-Bahay)
"Ginsalisi sang mga kawatan ang bintana samtang wala sing tawo sa balay sa Sitio Daisy.",Burglary (Akyat-Bahay)
"Maghalong kamo sa Sitio Sampaguita, may nakabuhi nga akyat-bahay nga naga-pasiar kon gab-i.",Burglary (Akyat-Bahay)
"Ginsulod ang balay sang tita ko sa Sitio Rosas kag gintuhog ang mga natago nga alahas.",Burglary (Akyat-Bahay)
"Huli sa CCTV ang pag-saka sang isa ka lalaki sa atop sang tindahan sa Sitio Daisy.",Burglary (Akyat-Bahay)
"Ginsulod sang kawatan ang isa ka apartment sa Sitio Sampaguita paagi sa pag-gunting sang screen.",Burglary (Akyat-Bahay)
"May insidente sang akyat-bahay sa looban sang Sitio Rosas samtang yara sa trabaho ang mga tag-iya.",Burglary (Akyat-Bahay)
"Ginkawatan ang isa ka residente sa Sitio Daisy matapos piliton sang buka ang sliding door sa likod.",Burglary (Akyat-Bahay)
"Nagapangayo kami sang bulig sa mga tanod sa Sitio Sampaguita kay may nagatangka magsalisi sa mga pinto.",Burglary (Akyat-Bahay)
"Nilimas sang mga akyat-bahay ang mga appliances sang isa ka bag-o saylo nga pamilya sa Sitio Rosas.",Burglary (Akyat-Bahay)
"May nakit-an nga kaduda-duda nga lalaki nga may dala nga bolt cutter malapit sa gate sa Sitio Daisy.",Burglary (Akyat-Bahay)
"Ginsulod sang kawatan ang kwarto sa ikaduha ka panalgan paagi sa pag-saka sa bintana sa Sitio Sampaguita.",Burglary (Akyat-Bahay)
"Ginpagnakawan ang isa ka compound sa Sitio Rosas, ginguba ang mga door knob sang tatlo ka kwarto.",Burglary (Akyat-Bahay)
"May nagtangka magpilit sang lock sang aming bintana sa Sitio Daisy pero nagbugtaw ang aming ido.",Burglary (Akyat-Bahay)
"Ginsulod ang isa ka sari-sari store sa Sitio Sampaguita paagi sa pagkuha sang semento sa atop.",Burglary (Akyat-Bahay)
"Ginsaka sa pader sang isa ka lalaki kag nagsulod sa garahe sang isa ka balay sa Sitio Rosas.",Burglary (Akyat-Bahay)
"Ginreport sa barangay ang isa ka insidente sang pagsulod sa balay samtang nagatuluog ang pamilya sa Sitio Daisy.",Burglary (Akyat-Bahay)
"Maghalong sa mga akyat-bahay nga nagasorok sa mga madulom nga eskinita diri sa Sitio Sampaguita.",Burglary (Akyat-Bahay)
"May nagkawat sang mga gamit sa sulod sang balay sa Sitio Rosas matapos makit-an nga nakabukas ang pinto sa likod.",Burglary (Akyat-Bahay)
"Ginsulod ang boarding house sang mga estudyante sa Sitio Daisy kag nadulaan sila sang mga laptop.",Burglary (Akyat-Bahay)
"Ginalagas sang mga residente ang isa ka akyat-bahay nga naglumpat halin sa balkonahe sa Sitio Sampaguita.",Burglary (Akyat-Bahay)
"Ginkawat ang mga mamahali nga kagamitan sa isa ka resthouse sa Sitio Rosas nga wala sing bantay.",Burglary (Akyat-Bahay)
"Kinahanglan sang dugang nga ronda sang tanod kay talamak ang akyat-bahay kon gab-i diri sa Sitio Daisy.",Burglary (Akyat-Bahay)
"May nagbasag sang glass door sang isa ka opisina sa Sitio Sampaguita kag ginalughog ang mga drawer.",Burglary (Akyat-Bahay)
"Ginkawatan ang isa ka manunudlo sa Sitio Rosas matapos pasukin ang iya balay samtang yara sia sa eskwelahan.",Burglary (Akyat-Bahay)
"Ginsulod sang mga kawatan ang isa ka bodega sa Sitio Daisy kag ginkuha ang mga mamahali nga tools.",Burglary (Akyat-Bahay)
"Nadula ang mga bulawan kag kwarta sa isa ka safehouse sa Sitio Sampaguita matapos ini ginside-in.",Burglary (Akyat-Bahay)
"Tani madakpan ang akyat-bahay nga nagaguba sang mga screen sang bintana diri sa Sitio Rosas.",Burglary (Akyat-Bahay)
"Pilit nga ginbuksan ang main door sang isa ka balay sa Sitio Daisy samtang yara sa probinsya ang pamilya.",Burglary (Akyat-Bahay)
"May nakit-an nga mga agi sang sapatos sa pader sang isa ka panimalay sa Sitio Sampaguita, daw may nagsaka.",Burglary (Akyat-Bahay)
"Ginsulod ang isa ka computer shop sa Sitio Rosas paagi sa pag-agi sa exhaust fan.",Burglary (Akyat-Bahay)
"Ginsulod sang mga akyat-bahay ang isa ka daycare center sa Sitio Daisy kag ginkawat ang mga donasyon.",Burglary (Akyat-Bahay)
"May nagtangka mag-guba sa padlock sang aming gate gamit ang bakal diri sa Sitio Sampaguita.",Burglary (Akyat-Bahay)
"Ginsulod ang isa ka ancestral house sa Sitio Rosas kag gintuhog ang mga antigong kagamitan.",Burglary (Akyat-Bahay)
"Ginsulod ang isa ka balay sa Sitio Daisy paagi sa pagkuha sang mga jalousie sa bintana.",Burglary (Akyat-Bahay)
"May natalupangdan nga estranghero nga nagasaka sa railings sang balkonahe sang tupad-balay sa Sitio Sampaguita.",Burglary (Akyat-Bahay)
"Nilimas sang mga akyat-bahay ang laman sang isa ka safe box sa isa ka residential home sa Sitio Rosas.",Burglary (Akyat-Bahay)
"Kinahanglan sang dinalian nga aksyon kay talamak ang akyat-bahay sa mga looban sang Sitio Daisy.",Burglary (Akyat-Bahay)
"Someone is climbing over the perimeter fence of a residential home here in Sitio Daisy right now.",Burglary (Akyat-Bahay)
"Burglars have broken into a vacant residential house located in Sitio Sampaguita.",Burglary (Akyat-Bahay)
"Thieves destroyed the main gate padlock of our neighbor's house here in Sitio Rosas.",Burglary (Akyat-Bahay)
"Intruders sneaked through an open window while no one was home in Sitio Daisy.",Burglary (Akyat-Bahay)
"Please be cautious in Sitio Sampaguita, an active burglar is prowling around the neighborhood at night.",Burglary (Akyat-Bahay)
"My aunt's house in Sitio Rosas was ransacked, and all her hidden jewelry was stolen.",Burglary (Akyat-Bahay)
"A man was caught on CCTV scaling the rooftop of a commercial shop in Sitio Daisy.",Burglary (Akyat-Bahay)
"A thief broke into an apartment unit in Sitio Sampaguita by slicing through the window screen.",Burglary (Akyat-Bahay)
"A residential burglary occurred inside Sitio Rosas while the homeowners were away at work.",Burglary (Akyat-Bahay)
"A resident in Sitio Daisy was robbed after burglars forced open the rear sliding door.",Burglary (Akyat-Bahay)
"We need the assistance of barangay tanods in Sitio Sampaguita as someone is trying to breach front doors.",Burglary (Akyat-Bahay)
"Burglars cleared out all the appliances of a newly moved-in family in Sitio Rosas.",Burglary (Akyat-Bahay)
"A suspicious man carrying a bolt cutter was spotted loitering near a house gate in Sitio Daisy.",Burglary (Akyat-Bahay)
"An intruder breached a second-floor bedroom by climbing up the outer window in Sitio Sampaguita.",Burglary (Akyat-Bahay)
"A private residential compound in Sitio Rosas was burglarized, with three bedroom door knobs destroyed.",Burglary (Akyat-Bahay)
"Someone tried to pry open our window lock in Sitio Daisy, but our dog woke up and barked.",Burglary (Akyat-Bahay)
"A sari-sari store in Sitio Sampaguita was broken into by removing a concrete panel on the roof.",Burglary (Akyat-Bahay)
"A man scaled the stone wall and infiltrated the private garage of a home in Sitio Rosas.",Burglary (Akyat-Bahay)
"A home invasion incident was reported to the barangay after a family was burglarized while asleep in Sitio Daisy.",Burglary (Akyat-Bahay)
"Watch out for residential burglars exploiting the unlit alleyways here in Sitio Sampaguita.",Burglary (Akyat-Bahay)
"Valuables inside a house in Sitio Rosas were stolen after thieves spotted an unsecured back door.",Burglary (Akyat-Bahay)
"A student boarding house in Sitio Daisy was broken into, and multiple laptops went missing.",Burglary (Akyat-Bahay)
"Residents are currently chasing a burglar who jumped down from a balcony in Sitio Sampaguita.",Burglary (Akyat-Bahay)
"Expensive equipment inside an unattended rest house in Sitio Rosas was stolen by intruders.",Burglary (Akyat-Bahay)
"We need more local night patrols because home burglaries are getting frequent here in Sitio Daisy.",Burglary (Akyat-Bahay)
"An unidentified suspect smashed the glass door of an office in Sitio Sampaguita and ransacked the drawers.",Burglary (Akyat-Bahay)
"A local teacher in Sitio Rosas fell victim to a burglary after intruders entered her home while she was at school.",Burglary (Akyat-Bahay)
"Thieves broke into a supply stockroom in Sitio Daisy and stole high-end maintenance tools.",Burglary (Akyat-Bahay)
"Gold items and emergency cash inside a safe house in Sitio Sampaguita were lost after a break-in.",Burglary (Akyat-Bahay)
"I hope they apprehend the burglar who has been slicing window screens across Sitio Rosas.",Burglary (Akyat-Bahay)
"The main entrance door of a residence in Sitio Daisy was forced open while the family was out of town.",Burglary (Akyat-Bahay)
"Footprints were discovered along the outer walls of a house in Sitio Sampaguita, indicating a break-in attempt.",Burglary (Akyat-Bahay)
"A computer shop in Sitio Rosas was broken into after suspects climbed inside through the exhaust fan vent.",Burglary (Akyat-Bahay)
"Burglars targeted a local daycare center in Sitio Daisy and stole all the collected donation funds.",Burglary (Akyat-Bahay)
"Someone tried to break our gate's padlock using an iron crowbar here in Sitio Sampaguita.",Burglary (Akyat-Bahay)
"An ancestral home in Sitio Rosas was burglarized, and several antique valuables were taken.",Burglary (Akyat-Bahay)
"A house in Sitio Daisy was successfully breached by removing individual glass jalousie panes from the window.",Burglary (Akyat-Bahay)
"A stranger was spotted scaling the balcony railings of our neighbor's house in Sitio Sampaguita.",Burglary (Akyat-Bahay)
"Burglars completely emptied the contents of a private safe box inside a home in Sitio Rosas.",Burglary (Akyat-Bahay)
"Immediate action is required from authorities as residential break-ins peak within the inner sectors of Sitio Daisy.",Burglary (Akyat-Bahay)


"May duguang lalaki na sinaktan at iniwan sa tabi ng kalsada dito sa Sitio Daisy.",Physical Injury (Pisikal na Pananakit)
"Tulong! May nanakit physically sa isang matanda rito sa Sitio Sampaguita.",Physical Injury (Pisikal na Pananakit)
"Isang biktima ang nagtamo ng malaking sugat sa ulo matapos paluin dito sa Sitio Rosas.",Physical Injury (Pisikal na Pananakit)
"May insidente ng pananakit kung saan pinukpok ng matigas na bagay ang isang biktima sa Sitio Daisy.",Physical Injury (Pisikal na Pananakit)
"Isang binata ang nagtamo ng malalalim na pasa sa mukha matapos saktan sa Sitio Sampaguita.",Physical Injury (Pisikal na Pananakit)
"Nagtamo ng bali sa kamay ang isang residente matapos siyang sadyang saktan sa Sitio Rosas.",Physical Injury (Pisikal na Pananakit)
"May lalaking nanamantala at nanakit sa isang tinedyer dito sa kalsada ng Sitio Daisy.",Physical Injury (Pisikal na Pananakit)
"Kailangan po ng ambulansya sa Sitio Sampaguita dahil duguan ang biktima ng pananakit dito.",Physical Injury (Pisikal na Pananakit)
"Sinugatan ng isang suspek ang braso ng isang drayber sa looban ng Sitio Rosas.",Physical Injury (Pisikal na Pananakit)
"May biktima ng pisikal na pananakit na kasalukuyang walang malay sa bangketa ng Sitio Daisy.",Physical Injury (Pisikal na Pananakit)
"Sinasaktan at pinapahirapan physically ng isang grupo ang isang dayo sa Sitio Sampaguita.",Physical Injury (Pisikal na Pananakit)
"Nagtamo ng sugat sa mukha ang isang tindera matapos saktan ng isang customer sa Sitio Rosas.",Physical Injury (Pisikal na Pananakit)
"May insidente ng pananampal at matinding pananakit sa labas ng tindahan sa Sitio Daisy.",Physical Injury (Pisikal na Pananakit)
"Binalandra at sinaktan ng husto ang isang lalaki hanggang magtamo ng pasa sa Sitio Sampaguita.",Physical Injury (Pisikal na Pananakit)
"Isang estudyante ang sinaktan physically at nagtamo ng mga galos sa Sitio Rosas.",Physical Injury (Pisikal na Pananakit)
"Sinugod at sinaktan ng isang lalaki ang kanyang kapitbahay kaya nagtamo ito ng sugat sa Sitio Daisy.",Physical Injury (Pisikal na Pananakit)
"May nireport na grabeng pisikal na pananakit sa isang empleyado malapit sa terminal ng Sitio Sampaguita.",Physical Injury (Pisikal na Pananakit)
"Pinukpok ng bote sa ulo ang isang biktima kaya ito dinala sa ospital mula sa Sitio Rosas.",Physical Injury (Pisikal na Pananakit)
"May sugatang lalaki na humihingi ng saklolo matapos saktan ng hindi kilalang tao sa Sitio Daisy.",Physical Injury (Pisikal na Pananakit)
"Nagtamo ng pinsala sa katawan ang isang residente dahil sa pananakit sa Sitio Sampaguita.",Physical Injury (Pisikal na Pananakit)
"Sinipa at sinaktan ng husto sa tiyan ang isang biktima sa madilim na bahagi ng Sitio Rosas.",Physical Injury (Pisikal na Pananakit)
"May biktima ng pananakit na dumadaing sa sakit dahil sa mga natamong pasa sa Sitio Daisy.",Physical Injury (Pisikal na Pananakit)
"Pinalo ng tubo sa likod ang isang biktima kaya nagtamo ng malubhang pinsala sa Sitio Sampaguita.",Physical Injury (Pisikal na Pananakit)
"May nangyaring pisikal na pananakit sa isang pedestrian sa tapat ng chapel sa Sitio Rosas.",Physical Injury (Pisikal na Pananakit)
"Sadyang sinaktan at sinugatan ang mukha ng isang biktima gamit ang matalas na bagay sa Sitio Daisy.",Physical Injury (Pisikal na Pananakit)
"Nagtamo ng mga malubhang sugat sa katawan ang isang lalaki matapos saktan sa Sitio Sampaguita.",Physical Injury (Pisikal na Pananakit)
"Isang matanda ang tinulak at sinaktan physically kaya nagtamo ng bali sa Sitio Rosas.",Physical Injury (Pisikal na Pananakit)
"May insidente ng pananakit sa may palengke ng Sitio Daisy, marami ang nakakitang duguan ang biktima.",Physical Injury (Pisikal na Pananakit)
"Sinaktan ng isang lalaki ang isang drayber hanggang sa pumutok ang labi nito sa Sitio Sampaguita.",Physical Injury (Pisikal na Pananakit)
"Nireport ang isang kaso ng physical injury matapos saktan ang isang helper sa Sitio Rosas.",Physical Injury (Pisikal na Pananakit)
"May lalaking dinala sa klinika matapos magtamo ng mga sugat mula sa pananakit sa Sitio Daisy.",Physical Injury (Pisikal na Pananakit)
"Sinakal at sinaktan ng husto ang isang biktima sa likod ng court sa Sitio Sampaguita.",Physical Injury (Pisikal na Pananakit)
"Nagtamo ng pinsala sa mukha at katawan ang isang biktima ng pananakit sa Sitio Rosas.",Physical Injury (Pisikal na Pananakit)
